"split_id","group","participant","intersection","union","jaccard"
3,"B","participant24",0,32,0
3,"B","participant26",0,32,0
3,"B","participant27",0,32,0
3,"B","participant31",0,32,0
4,"A","participant01",0,32,0
4,"A","participant03",0,32,0
4,"A","participant04",0,32,0
4,"A","participant08",0,32,0
4,"A","participant09",0,32,0
4,"A","participant11",0,32,0
4,"A","participant14",0,32,0
4,"A","participant15",0,32,0
4,"A","participant17",0,32,0
4,"A","participant19",0,32,0
4,"A","participant23",0,32,0
4,"A","participant24",0,32,0
4,"A","participant25",0,32,0
4,"A","participant27",0,32,0
4,"A","participant28",0,32,0
4,"A","participant29",0,32,0
4,"B","participant02",0,32,0
4,"B","participant05",0,32,0
4,"B","participant06",0,32,0
4,"B","participant07",0,32,0
4,"B","participant10",0,32,0
4,"B","participant12",0,32,0
4,"B","participant13",0,32,0
4,"B","participant16",0,32,0
4,"B","participant18",0,32,0
4,"B","participant20",0,32,0
4,"B","participant21",0,32,0
4,"B","participant22",0,32,0
4,"B","participant26",0,32,0
4,"B","participant30",0,32,0
4,"B","participant31",0,32,0
4,"B","participant32",0,32,0
5,"A","participant03",0,32,0
5,"A","participant04",0,32,0
5,"A","participant09",0,32,0
5,"A","participant11",0,32,0
5,"A","participant12",0,32,0
5,"A","participant13",0,32,0
5,"A","participant15",0,32,0
5,"A","participant17",0,32,0
5,"A","participant20",0,32,0
5,"A","participant21",0,32,0
5,"A","participant24",0,32,0
5,"A","participant26",0,32,0
5,"A","participant28",0,32,0
5,"A","participant30",0,32,0
5,"A","participant31",0,32,0
5,"A","participant32",0,32,0
5,"B","participant01",0,32,0
5,"B","participant02",0,32,0
5,"B","participant05",0,32,0
5,"B","participant06",0,32,0
5,"B","participant07",0,32,0
5,"B","participant08",0,32,0
5,"B","participant10",0,32,0
5,"B","participant14",0,32,0
5,"B","participant16",0,32,0
5,"B","participant18",0,32,0
5,"B","participant19",0,32,0
5,"B","participant22",0,32,0
5,"B","participant23",0,32,0
5,"B","participant25",0,32,0
5,"B","participant27",0,32,0
5,"B","participant29",0,32,0
6,"A","participant02",0,32,0
6,"A","participant03",0,32,0
6,"A","participant04",0,32,0
6,"A","participant05",0,32,0
6,"A","participant06",0,32,0
6,"A","participant08",0,32,0
6,"A","participant16",0,32,0
6,"A","participant17",0,32,0
6,"A","participant19",0,32,0
6,"A","participant22",0,32,0
6,"A","participant23",0,32,0
6,"A","participant24",0,32,0
6,"A","participant26",0,32,0
6,"A","participant28",0,32,0
6,"A","participant30",0,32,0
6,"A","participant32",0,32,0
6,"B","participant01",0,32,0
6,"B","participant07",0,32,0
6,"B","participant09",0,32,0
6,"B","participant10",0,32,0
6,"B","participant11",0,32,0
6,"B","participant12",0,32,0
6,"B","participant13",0,32,0
6,"B","participant14",0,32,0
6,"B","participant15",0,32,0
6,"B","participant18",0,32,0
6,"B","participant20",0,32,0
6,"B","participant21",0,32,0
6,"B","participant25",0,32,0
6,"B","participant27",0,32,0
6,"B","participant29",0,32,0
6,"B","participant31",0,32,0
7,"A","participant01",0,32,0
7,"A","participant02",0,32,0
7,"A","participant03",0,32,0
7,"A","participant04",0,32,0
7,"A","participant05",0,32,0
7,"A","participant13",0,32,0
7,"A","participant16",0,32,0
7,"A","participant17",0,32,0
7,"A","participant19",0,32,0
7,"A","participant20",0,32,0
7,"A","participant21",0,32,0
7,"A","participant23",0,32,0
7,"A","participant26",0,32,0
7,"A","participant28",0,32,0
7,"A","participant30",0,32,0
7,"A","participant31",0,32,0
7,"B","participant06",0,32,0
7,"B","participant07",0,32,0
7,"B","participant08",0,32,0
7,"B","participant09",0,32,0
7,"B","participant10",0,32,0
7,"B","participant11",0,32,0
7,"B","participant12",0,32,0
7,"B","participant14",0,32,0
7,"B","participant15",0,32,0
7,"B","participant18",0,32,0
7,"B","participant22",0,32,0
7,"B","participant24",0,32,0
7,"B","participant25",0,32,0
7,"B","participant27",0,32,0
7,"B","participant29",0,32,0
7,"B","participant32",0,32,0
8,"A","participant02",0,32,0
8,"A","participant03",0,32,0
8,"A","participant06",0,32,0
8,"A","participant11",0,32,0
8,"A","participant14",0,32,0
8,"A","participant17",0,32,0
8,"A","participant18",0,32,0
8,"A","participant20",0,32,0
8,"A","participant21",0,32,0
8,"A","participant22",0,32,0
8,"A","participant23",0,32,0
8,"A","participant27",0,32,0
8,"A","participant28",0,32,0
8,"A","participant29",0,32,0
8,"A","participant30",0,32,0
8,"A","participant32",0,32,0
8,"B","participant01",0,32,0
8,"B","participant04",0,32,0
8,"B","participant05",0,32,0
8,"B","participant07",0,32,0
8,"B","participant08",0,32,0
8,"B","participant09",0,32,0
8,"B","participant10",0,32,0
8,"B","participant12",0,32,0
8,"B","participant13",0,32,0
8,"B","participant15",0,32,0
8,"B","participant16",0,32,0
8,"B","participant19",0,32,0
8,"B","participant24",0,32,0
8,"B","participant25",0,32,0
8,"B","participant26",0,32,0
8,"B","participant31",0,32,0
9,"A","participant02",0,32,0
9,"A","participant05",0,32,0
9,"A","participant07",0,32,0
9,"A","participant08",0,32,0
9,"A","participant10",0,32,0
9,"A","participant11",0,32,0
9,"A","participant12",0,32,0
9,"A","participant14",0,32,0
9,"A","participant17",0,32,0
9,"A","participant21",0,32,0
9,"A","participant23",0,32,0
9,"A","participant26",0,32,0
9,"A","participant27",0,32,0
9,"A","participant28",0,32,0
9,"A","participant29",0,32,0
9,"A","participant32",0,32,0
9,"B","participant01",0,32,0
9,"B","participant03",0,32,0
9,"B","participant04",0,32,0
9,"B","participant06",0,32,0
9,"B","participant09",0,32,0
9,"B","participant13",0,32,0
9,"B","participant15",0,32,0
9,"B","participant16",0,32,0
9,"B","participant18",0,32,0
9,"B","participant19",0,32,0
9,"B","participant20",0,32,0
9,"B","participant22",0,32,0
9,"B","participant24",0,32,0
9,"B","participant25",0,32,0
9,"B","participant30",0,32,0
9,"B","participant31",0,32,0
10,"A","participant01",0,32,0
10,"A","participant03",0,32,0
10,"A","participant06",0,32,0
10,"A","participant08",0,32,0
10,"A","participant10",0,32,0
10,"A","participant11",0,32,0
10,"A","participant12",0,32,0
10,"A","participant13",0,32,0
10,"A","participant14",0,32,0
10,"A","participant15",0,32,0
10,"A","participant19",0,32,0
10,"A","participant20",0,32,0
10,"A","participant22",0,32,0
10,"A","participant25",0,32,0
10,"A","participant27",0,32,0
10,"A","participant30",0,32,0
10,"B","participant02",0,32,0
10,"B","participant04",0,32,0
10,"B","participant05",0,32,0
10,"B","participant07",0,32,0
10,"B","participant09",0,32,0
10,"B","participant16",0,32,0
10,"B","participant17",0,32,0
10,"B","participant18",0,32,0
10,"B","participant21",0,32,0
10,"B","participant23",0,32,0
10,"B","participant24",0,32,0
10,"B","participant26",0,32,0
10,"B","participant28",0,32,0
10,"B","participant29",0,32,0
10,"B","participant31",0,32,0
10,"B","participant32",0,32,0
11,"A","participant01",0,32,0
11,"A","participant02",0,32,0
11,"A","participant06",0,32,0
11,"A","participant08",0,32,0
11,"A","participant09",0,32,0
11,"A","participant10",0,32,0
11,"A","participant13",0,32,0
11,"A","participant14",0,32,0
11,"A","participant15",0,32,0
11,"A","participant17",0,32,0
11,"A","participant20",0,32,0
11,"A","participant23",0,32,0
11,"A","participant25",0,32,0
11,"A","participant27",0,32,0
11,"A","participant28",0,32,0
11,"A","participant32",0,32,0
11,"B","participant03",0,32,0
11,"B","participant04",0,32,0
11,"B","participant05",0,32,0
11,"B","participant07",0,32,0
11,"B","participant11",0,32,0
11,"B","participant12",0,32,0
11,"B","participant16",0,32,0
11,"B","participant18",0,32,0
11,"B","participant19",0,32,0
11,"B","participant21",0,32,0
11,"B","participant22",0,32,0
11,"B","participant24",0,32,0
11,"B","participant26",0,32,0
11,"B","participant29",0,32,0
11,"B","participant30",0,32,0
11,"B","participant31",0,32,0
12,"A","participant05",0,32,0
12,"A","participant07",0,32,0
12,"A","participant12",0,32,0
12,"A","participant13",0,32,0
12,"A","participant15",0,32,0
12,"A","participant16",0,32,0
12,"A","participant17",0,32,0
12,"A","participant18",0,32,0
12,"A","participant20",0,32,0
12,"A","participant21",0,32,0
12,"A","participant23",0,32,0
12,"A","participant25",0,32,0
12,"A","participant27",0,32,0
12,"A","participant29",0,32,0
12,"A","participant30",0,32,0
12,"A","participant31",0,32,0
12,"B","participant01",0,32,0
12,"B","participant02",0,32,0
12,"B","participant03",0,32,0
12,"B","participant04",0,32,0
12,"B","participant06",0,32,0
12,"B","participant08",0,32,0
12,"B","participant09",0,32,0
12,"B","participant10",0,32,0
12,"B","participant11",0,32,0
12,"B","participant14",0,32,0
12,"B","participant19",0,32,0
12,"B","participant22",0,32,0
12,"B","participant24",0,32,0
12,"B","participant26",0,32,0
12,"B","participant28",0,32,0
12,"B","participant32",0,32,0
13,"A","participant01",0,32,0
13,"A","participant03",0,32,0
13,"A","participant04",0,32,0
13,"A","participant05",0,32,0
13,"A","participant08",0,32,0
13,"A","participant09",0,32,0
13,"A","participant11",0,32,0
13,"A","participant12",0,32,0
13,"A","participant13",0,32,0
13,"A","participant18",0,32,0
13,"A","participant19",0,32,0
13,"A","participant23",0,32,0
13,"A","participant24",0,32,0
13,"A","participant28",0,32,0
13,"A","participant30",0,32,0
13,"A","participant32",0,32,0
13,"B","participant02",0,32,0
13,"B","participant06",0,32,0
13,"B","participant07",0,32,0
13,"B","participant10",0,32,0
13,"B","participant14",0,32,0
13,"B","participant15",0,32,0
13,"B","participant16",0,32,0
13,"B","participant17",0,32,0
13,"B","participant20",0,32,0
13,"B","participant21",0,32,0
13,"B","participant22",0,32,0
13,"B","participant25",0,32,0
13,"B","participant26",0,32,0
13,"B","participant27",0,32,0
13,"B","participant29",0,32,0
13,"B","participant31",0,32,0
14,"A","participant02",0,32,0
14,"A","participant03",0,32,0
14,"A","participant05",0,32,0
14,"A","participant06",0,32,0
14,"A","participant07",0,32,0
14,"A","participant08",0,32,0
14,"A","participant09",0,32,0
14,"A","participant11",0,32,0
14,"A","participant16",0,32,0
14,"A","participant17",0,32,0
14,"A","participant18",0,32,0
14,"A","participant21",0,32,0
14,"A","participant24",0,32,0
14,"A","participant26",0,32,0
14,"A","participant27",0,32,0
14,"A","participant31",0,32,0
14,"B","participant01",0,32,0
14,"B","participant04",0,32,0
14,"B","participant10",0,32,0
14,"B","participant12",0,32,0
14,"B","participant13",0,32,0
14,"B","participant14",0,32,0
14,"B","participant15",0,32,0
14,"B","participant19",0,32,0
14,"B","participant20",0,32,0
14,"B","participant22",0,32,0
14,"B","participant23",0,32,0
14,"B","participant25",0,32,0
14,"B","participant28",0,32,0
14,"B","participant29",0,32,0
14,"B","participant30",0,32,0
14,"B","participant32",0,32,0
15,"A","participant05",0,32,0
15,"A","participant06",0,32,0
15,"A","participant07",0,32,0
15,"A","participant08",0,32,0
15,"A","participant09",0,32,0
15,"A","participant12",0,32,0
15,"A","participant13",0,32,0
15,"A","participant15",0,32,0
15,"A","participant17",0,32,0
15,"A","participant18",0,32,0
15,"A","participant19",0,32,0
15,"A","participant21",0,32,0
15,"A","participant25",0,32,0
15,"A","participant26",0,32,0
15,"A","participant27",0,32,0
15,"A","participant32",0,32,0
15,"B","participant01",0,32,0
15,"B","participant02",0,32,0
15,"B","participant03",0,32,0
15,"B","participant04",0,32,0
15,"B","participant10",0,32,0
15,"B","participant11",0,32,0
15,"B","participant14",0,32,0
15,"B","participant16",0,32,0
15,"B","participant20",0,32,0
15,"B","participant22",0,32,0
15,"B","participant23",0,32,0
15,"B","participant24",0,32,0
15,"B","participant28",0,32,0
15,"B","participant29",0,32,0
15,"B","participant30",0,32,0
15,"B","participant31",0,32,0
16,"A","participant01",0,32,0
16,"A","participant02",0,32,0
16,"A","participant06",0,32,0
16,"A","participant07",0,32,0
16,"A","participant09",0,32,0
16,"A","participant11",0,32,0
16,"A","participant12",0,32,0
16,"A","participant14",0,32,0
16,"A","participant15",0,32,0
16,"A","participant16",0,32,0
16,"A","participant19",0,32,0
16,"A","participant20",0,32,0
16,"A","participant23",0,32,0
16,"A","participant25",0,32,0
16,"A","participant28",0,32,0
16,"A","participant29",0,32,0
16,"B","participant03",0,32,0
16,"B","participant04",0,32,0
16,"B","participant05",0,32,0
16,"B","participant08",0,32,0
16,"B","participant10",0,32,0
16,"B","participant13",0,32,0
16,"B","participant17",0,32,0
16,"B","participant18",0,32,0
16,"B","participant21",0,32,0
16,"B","participant22",0,32,0
16,"B","participant24",0,32,0
16,"B","participant26",0,32,0
16,"B","participant27",0,32,0
16,"B","participant30",0,32,0
16,"B","participant31",0,32,0
16,"B","participant32",0,32,0
17,"A","participant04",0,32,0
17,"A","participant06",0,32,0
17,"A","participant11",0,32,0
17,"A","participant12",0,32,0
17,"A","participant13",0,32,0
17,"A","participant14",0,32,0
17,"A","participant16",0,32,0
17,"A","participant17",0,32,0
17,"A","participant20",0,32,0
17,"A","participant23",0,32,0
17,"A","participant24",0,32,0
17,"A","participant26",0,32,0
17,"A","participant27",0,32,0
17,"A","participant28",0,32,0
17,"A","participant29",0,32,0
17,"A","participant31",0,32,0
17,"B","participant01",0,32,0
17,"B","participant02",0,32,0
17,"B","participant03",0,32,0
17,"B","participant05",0,32,0
17,"B","participant07",0,32,0
17,"B","participant08",0,32,0
17,"B","participant09",0,32,0
17,"B","participant10",0,32,0
17,"B","participant15",0,32,0
17,"B","participant18",0,32,0
17,"B","participant19",0,32,0
17,"B","participant21",0,32,0
17,"B","participant22",0,32,0
17,"B","participant25",0,32,0
17,"B","participant30",0,32,0
17,"B","participant32",0,32,0
18,"A","participant04",0,32,0
18,"A","participant05",0,32,0
18,"A","participant06",0,32,0
18,"A","participant12",0,32,0
18,"A","participant16",0,32,0
18,"A","participant17",0,32,0
18,"A","participant18",0,32,0
18,"A","participant19",0,32,0
18,"A","participant20",0,32,0
18,"A","participant21",0,32,0
18,"A","participant24",0,32,0
18,"A","participant25",0,32,0
18,"A","participant26",0,32,0
18,"A","participant27",0,32,0
18,"A","participant30",0,32,0
18,"A","participant31",0,32,0
18,"B","participant01",0,32,0
18,"B","participant02",0,32,0
18,"B","participant03",0,32,0
18,"B","participant07",0,32,0
18,"B","participant08",0,32,0
18,"B","participant09",0,32,0
18,"B","participant10",0,32,0
18,"B","participant11",0,32,0
18,"B","participant13",0,32,0
18,"B","participant14",0,32,0
18,"B","participant15",0,32,0
18,"B","participant22",0,32,0
18,"B","participant23",0,32,0
18,"B","participant28",0,32,0
18,"B","participant29",0,32,0
18,"B","participant32",0,32,0
19,"A","participant02",0,32,0
19,"A","participant03",0,32,0
19,"A","participant04",0,32,0
19,"A","participant06",0,32,0
19,"A","participant08",0,32,0
19,"A","participant09",0,32,0
19,"A","participant13",0,32,0
19,"A","participant15",0,32,0
19,"A","participant16",0,32,0
19,"A","participant17",0,32,0
19,"A","participant23",0,32,0
19,"A","participant24",0,32,0
19,"A","participant28",0,32,0
19,"A","participant29",0,32,0
19,"A","participant30",0,32,0
19,"A","participant31",0,32,0
19,"B","participant01",0,32,0
19,"B","participant05",0,32,0
19,"B","participant07",0,32,0
19,"B","participant10",0,32,0
19,"B","participant11",0,32,0
19,"B","participant12",0,32,0
19,"B","participant14",0,32,0
19,"B","participant18",0,32,0
19,"B","participant19",0,32,0
19,"B","participant20",0,32,0
19,"B","participant21",0,32,0
19,"B","participant22",0,32,0
19,"B","participant25",0,32,0
19,"B","participant26",0,32,0
19,"B","participant27",0,32,0
19,"B","participant32",0,32,0
20,"A","participant03",0,32,0
20,"A","participant04",0,32,0
20,"A","participant06",0,32,0
20,"A","participant07",0,32,0
20,"A","participant08",0,32,0
20,"A","participant09",0,32,0
20,"A","participant11",0,32,0
20,"A","participant12",0,32,0
20,"A","participant18",0,32,0
20,"A","participant20",0,32,0
20,"A","participant21",0,32,0
20,"A","participant25",0,32,0
20,"A","participant26",0,32,0
20,"A","participant28",0,32,0
20,"A","participant29",0,32,0
20,"A","participant30",0,32,0
20,"B","participant01",0,32,0
20,"B","participant02",0,32,0
20,"B","participant05",0,32,0
20,"B","participant10",0,32,0
20,"B","participant13",0,32,0
20,"B","participant14",0,32,0
20,"B","participant15",0,32,0
20,"B","participant16",0,32,0
20,"B","participant17",0,32,0
20,"B","participant19",0,32,0
20,"B","participant22",0,32,0
20,"B","participant23",0,32,0
20,"B","participant24",0,32,0
20,"B","participant27",0,32,0
20,"B","participant31",0,32,0
20,"B","participant32",0,32,0
21,"A","participant02",0,32,0
21,"A","participant03",0,32,0
21,"A","participant05",0,32,0
21,"A","participant06",0,32,0
21,"A","participant08",0,32,0
21,"A","participant10",0,32,0
21,"A","participant12",0,32,0
21,"A","participant13",0,32,0
21,"A","participant16",0,32,0
21,"A","participant18",0,32,0
21,"A","participant19",0,32,0
21,"A","participant20",0,32,0
21,"A","participant21",0,32,0
21,"A","participant23",0,32,0
21,"A","participant25",0,32,0
21,"A","participant31",0,32,0
21,"B","participant01",0,32,0
21,"B","participant04",0,32,0
21,"B","participant07",0,32,0
21,"B","participant09",0,32,0
21,"B","participant11",0,32,0
21,"B","participant14",0,32,0
21,"B","participant15",0,32,0
21,"B","participant17",0,32,0
21,"B","participant22",0,32,0
21,"B","participant24",0,32,0
21,"B","participant26",0,32,0
21,"B","participant27",0,32,0
21,"B","participant28",0,32,0
21,"B","participant29",0,32,0
21,"B","participant30",0,32,0
21,"B","participant32",0,32,0
22,"A","participant01",0,32,0
22,"A","participant05",0,32,0
22,"A","participant06",0,32,0
22,"A","participant11",0,32,0
22,"A","participant12",0,32,0
22,"A","participant13",0,32,0
22,"A","participant14",0,32,0
22,"A","participant16",0,32,0
22,"A","participant18",0,32,0
22,"A","participant23",0,32,0
22,"A","participant25",0,32,0
22,"A","participant26",0,32,0
22,"A","participant28",0,32,0
22,"A","participant29",0,32,0
22,"A","participant31",0,32,0
22,"A","participant32",0,32,0
22,"B","participant02",0,32,0
22,"B","participant03",0,32,0
22,"B","participant04",0,32,0
22,"B","participant07",0,32,0
22,"B","participant08",0,32,0
22,"B","participant09",0,32,0
22,"B","participant10",0,32,0
22,"B","participant15",0,32,0
22,"B","participant17",0,32,0
22,"B","participant19",0,32,0
22,"B","participant20",0,32,0
22,"B","participant21",0,32,0
22,"B","participant22",0,32,0
22,"B","participant24",0,32,0
22,"B","participant27",0,32,0
22,"B","participant30",0,32,0
23,"A","participant01",0,32,0
23,"A","participant02",0,32,0
23,"A","participant03",0,32,0
23,"A","participant04",0,32,0
23,"A","participant05",0,32,0
23,"A","participant06",0,32,0
23,"A","participant07",0,32,0
23,"A","participant08",0,32,0
23,"A","participant09",0,32,0
23,"A","participant10",0,32,0
23,"A","participant11",0,32,0
23,"A","participant12",0,32,0
23,"A","participant17",0,32,0
23,"A","participant28",0,32,0
23,"A","participant30",0,32,0
23,"A","participant32",0,32,0
23,"B","participant13",0,32,0
23,"B","participant14",0,32,0
23,"B","participant15",0,32,0
23,"B","participant16",0,32,0
23,"B","participant18",0,32,0
23,"B","participant19",0,32,0
23,"B","participant20",0,32,0
23,"B","participant21",0,32,0
23,"B","participant22",0,32,0
23,"B","participant23",0,32,0
23,"B","participant24",0,32,0
23,"B","participant25",0,32,0
23,"B","participant26",0,32,0
23,"B","participant27",0,32,0
23,"B","participant29",0,32,0
23,"B","participant31",0,32,0
24,"A","participant02",0,32,0
24,"A","participant03",0,32,0
24,"A","participant04",0,32,0
24,"A","participant06",0,32,0
24,"A","participant07",0,32,0
24,"A","participant08",0,32,0
24,"A","participant09",0,32,0
24,"A","participant10",0,32,0
24,"A","participant11",0,32,0
24,"A","participant13",0,32,0
24,"A","participant17",0,32,0
24,"A","participant19",0,32,0
24,"A","participant22",0,32,0
24,"A","participant23",0,32,0
24,"A","participant26",0,32,0
24,"A","participant29",0,32,0
24,"B","participant01",0,32,0
24,"B","participant05",0,32,0
24,"B","participant12",0,32,0
24,"B","participant14",0,32,0
24,"B","participant15",0,32,0
24,"B","participant16",0,32,0
24,"B","participant18",0,32,0
24,"B","participant20",0,32,0
24,"B","participant21",0,32,0
24,"B","participant24",0,32,0
24,"B","participant25",0,32,0
24,"B","participant27",0,32,0
24,"B","participant28",0,32,0
24,"B","participant30",0,32,0
24,"B","participant31",0,32,0
24,"B","participant32",0,32,0
25,"A","participant01",0,32,0
25,"A","participant02",0,32,0
25,"A","participant06",0,32,0
25,"A","participant07",0,32,0
25,"A","participant10",0,32,0
25,"A","participant11",0,32,0
25,"A","participant13",0,32,0
25,"A","participant15",0,32,0
25,"A","participant17",0,32,0
25,"A","participant20",0,32,0
25,"A","participant21",0,32,0
25,"A","participant24",0,32,0
25,"A","participant26",0,32,0
25,"A","participant27",0,32,0
25,"A","participant28",0,32,0
25,"A","participant32",0,32,0
25,"B","participant03",0,32,0
25,"B","participant04",0,32,0
25,"B","participant05",0,32,0
25,"B","participant08",0,32,0
25,"B","participant09",0,32,0
25,"B","participant12",0,32,0
25,"B","participant14",0,32,0
25,"B","participant16",0,32,0
25,"B","participant18",0,32,0
25,"B","participant19",0,32,0
25,"B","participant22",0,32,0
25,"B","participant23",0,32,0
25,"B","participant25",0,32,0
25,"B","participant29",0,32,0
25,"B","participant30",0,32,0
25,"B","participant31",0,32,0
26,"A","participant02",0,32,0
26,"A","participant03",0,32,0
26,"A","participant05",0,32,0
26,"A","participant06",0,32,0
26,"A","participant10",0,32,0
26,"A","participant13",0,32,0
26,"A","participant14",0,32,0
26,"A","participant15",0,32,0
26,"A","participant20",0,32,0
26,"A","participant21",0,32,0
26,"A","participant23",0,32,0
26,"A","participant24",0,32,0
26,"A","participant25",0,32,0
26,"A","participant27",0,32,0
26,"A","participant28",0,32,0
26,"A","participant32",0,32,0
26,"B","participant01",0,32,0
26,"B","participant04",0,32,0
26,"B","participant07",0,32,0
26,"B","participant08",0,32,0
26,"B","participant09",0,32,0
26,"B","participant11",0,32,0
26,"B","participant12",0,32,0
26,"B","participant16",0,32,0
26,"B","participant17",0,32,0
26,"B","participant18",0,32,0
26,"B","participant19",0,32,0
26,"B","participant22",0,32,0
26,"B","participant26",0,32,0
26,"B","participant29",0,32,0
26,"B","participant30",0,32,0
26,"B","participant31",0,32,0
27,"A","participant01",0,32,0
27,"A","participant02",0,32,0
27,"A","participant03",0,32,0
27,"A","participant05",0,32,0
27,"A","participant10",0,32,0
27,"A","participant11",0,32,0
27,"A","participant12",0,32,0
27,"A","participant13",0,32,0
27,"A","participant14",0,32,0
27,"A","participant17",0,32,0
27,"A","participant18",0,32,0
27,"A","participant19",0,32,0
27,"A","participant23",0,32,0
27,"A","participant24",0,32,0
27,"A","participant25",0,32,0
27,"A","participant32",0,32,0
27,"B","participant04",0,32,0
27,"B","participant06",0,32,0
27,"B","participant07",0,32,0
27,"B","participant08",0,32,0
27,"B","participant09",0,32,0
27,"B","participant15",0,32,0
27,"B","participant16",0,32,0
27,"B","participant20",0,32,0
27,"B","participant21",0,32,0
27,"B","participant22",0,32,0
27,"B","participant26",0,32,0
27,"B","participant27",0,32,0
27,"B","participant28",0,32,0
27,"B","participant29",0,32,0
27,"B","participant30",0,32,0
27,"B","participant31",0,32,0
28,"A","participant01",0,32,0
28,"A","participant02",0,32,0
28,"A","participant03",0,32,0
28,"A","participant04",0,32,0
28,"A","participant05",0,32,0
28,"A","participant07",0,32,0
28,"A","participant12",0,32,0
28,"A","participant14",0,32,0
28,"A","participant16",0,32,0
28,"A","participant18",0,32,0
28,"A","participant19",0,32,0
28,"A","participant20",0,32,0
28,"A","participant27",0,32,0
28,"A","participant29",0,32,0
28,"A","participant30",0,32,0
28,"A","participant32",0,32,0
28,"B","participant06",0,32,0
28,"B","participant08",0,32,0
28,"B","participant09",0,32,0
28,"B","participant10",0,32,0
28,"B","participant11",0,32,0
28,"B","participant13",0,32,0
28,"B","participant15",0,32,0
28,"B","participant17",0,32,0
28,"B","participant21",0,32,0
28,"B","participant22",0,32,0
28,"B","participant23",0,32,0
28,"B","participant24",0,32,0
28,"B","participant25",0,32,0
28,"B","participant26",0,32,0
28,"B","participant28",0,32,0
28,"B","participant31",0,32,0
29,"A","participant01",0,32,0
29,"A","participant04",0,32,0
29,"A","participant09",0,32,0
29,"A","participant11",0,32,0
29,"A","participant12",0,32,0
29,"A","participant13",0,32,0
29,"A","participant14",0,32,0
29,"A","participant15",0,32,0
29,"A","participant19",0,32,0
29,"A","participant20",0,32,0
29,"A","participant21",0,32,0
29,"A","participant22",0,32,0
29,"A","participant24",0,32,0
29,"A","participant26",0,32,0
29,"A","participant28",0,32,0
29,"A","participant32",0,32,0
29,"B","participant02",0,32,0
29,"B","participant03",0,32,0
29,"B","participant05",0,32,0
29,"B","participant06",0,32,0
29,"B","participant07",0,32,0
29,"B","participant08",0,32,0
29,"B","participant10",0,32,0
29,"B","participant16",0,32,0
29,"B","participant17",0,32,0
29,"B","participant18",0,32,0
29,"B","participant23",0,32,0
29,"B","participant25",0,32,0
29,"B","participant27",0,32,0
29,"B","participant29",0,32,0
29,"B","participant30",0,32,0
29,"B","participant31",0,32,0
30,"A","participant02",0,32,0
30,"A","participant03",0,32,0
