"split_id","group","participant","intersection","union","jaccard"
612,"B","participant15",0,32,0
612,"B","participant17",0,32,0
612,"B","participant18",0,32,0
612,"B","participant20",0,32,0
612,"B","participant22",0,32,0
612,"B","participant25",0,32,0
612,"B","participant28",0,32,0
612,"B","participant30",0,32,0
612,"B","participant31",0,32,0
612,"B","participant32",0,32,0
613,"A","participant01",0,32,0
613,"A","participant02",0,32,0
613,"A","participant06",0,32,0
613,"A","participant07",0,32,0
613,"A","participant08",0,32,0
613,"A","participant14",0,32,0
613,"A","participant17",0,32,0
613,"A","participant20",0,32,0
613,"A","participant21",0,32,0
613,"A","participant22",0,32,0
613,"A","participant25",0,32,0
613,"A","participant27",0,32,0
613,"A","participant28",0,32,0
613,"A","participant29",0,32,0
613,"A","participant31",0,32,0
613,"A","participant32",0,32,0
613,"B","participant03",0,32,0
613,"B","participant04",0,32,0
613,"B","participant05",0,32,0
613,"B","participant09",0,32,0
613,"B","participant10",0,32,0
613,"B","participant11",0,32,0
613,"B","participant12",0,32,0
613,"B","participant13",0,32,0
613,"B","participant15",0,32,0
613,"B","participant16",0,32,0
613,"B","participant18",0,32,0
613,"B","participant19",0,32,0
613,"B","participant23",0,32,0
613,"B","participant24",0,32,0
613,"B","participant26",0,32,0
613,"B","participant30",0,32,0
614,"A","participant01",0,32,0
614,"A","participant02",0,32,0
614,"A","participant04",0,32,0
614,"A","participant08",0,32,0
614,"A","participant10",0,32,0
614,"A","participant12",0,32,0
614,"A","participant13",0,32,0
614,"A","participant18",0,32,0
614,"A","participant19",0,32,0
614,"A","participant20",0,32,0
614,"A","participant21",0,32,0
614,"A","participant22",0,32,0
614,"A","participant23",0,32,0
614,"A","participant26",0,32,0
614,"A","participant27",0,32,0
614,"A","participant32",0,32,0
614,"B","participant03",0,32,0
614,"B","participant05",0,32,0
614,"B","participant06",0,32,0
614,"B","participant07",0,32,0
614,"B","participant09",0,32,0
614,"B","participant11",0,32,0
614,"B","participant14",0,32,0
614,"B","participant15",0,32,0
614,"B","participant16",0,32,0
614,"B","participant17",0,32,0
614,"B","participant24",0,32,0
614,"B","participant25",0,32,0
614,"B","participant28",0,32,0
614,"B","participant29",0,32,0
614,"B","participant30",0,32,0
614,"B","participant31",0,32,0
615,"A","participant02",0,32,0
615,"A","participant03",0,32,0
615,"A","participant05",0,32,0
615,"A","participant07",0,32,0
615,"A","participant09",0,32,0
615,"A","participant12",0,32,0
615,"A","participant18",0,32,0
615,"A","participant20",0,32,0
615,"A","participant21",0,32,0
615,"A","participant23",0,32,0
615,"A","participant24",0,32,0
615,"A","participant25",0,32,0
615,"A","participant26",0,32,0
615,"A","participant28",0,32,0
615,"A","participant29",0,32,0
615,"A","participant30",0,32,0
615,"B","participant01",0,32,0
615,"B","participant04",0,32,0
615,"B","participant06",0,32,0
615,"B","participant08",0,32,0
615,"B","participant10",0,32,0
615,"B","participant11",0,32,0
615,"B","participant13",0,32,0
615,"B","participant14",0,32,0
615,"B","participant15",0,32,0
615,"B","participant16",0,32,0
615,"B","participant17",0,32,0
615,"B","participant19",0,32,0
615,"B","participant22",0,32,0
615,"B","participant27",0,32,0
615,"B","participant31",0,32,0
615,"B","participant32",0,32,0
616,"A","participant01",0,32,0
616,"A","participant02",0,32,0
616,"A","participant03",0,32,0
616,"A","participant06",0,32,0
616,"A","participant07",0,32,0
616,"A","participant08",0,32,0
616,"A","participant09",0,32,0
616,"A","participant17",0,32,0
616,"A","participant18",0,32,0
616,"A","participant19",0,32,0
616,"A","participant23",0,32,0
616,"A","participant25",0,32,0
616,"A","participant26",0,32,0
616,"A","participant27",0,32,0
616,"A","participant29",0,32,0
616,"A","participant31",0,32,0
616,"B","participant04",0,32,0
616,"B","participant05",0,32,0
616,"B","participant10",0,32,0
616,"B","participant11",0,32,0
616,"B","participant12",0,32,0
616,"B","participant13",0,32,0
616,"B","participant14",0,32,0
616,"B","participant15",0,32,0
616,"B","participant16",0,32,0
616,"B","participant20",0,32,0
616,"B","participant21",0,32,0
616,"B","participant22",0,32,0
616,"B","participant24",0,32,0
616,"B","participant28",0,32,0
616,"B","participant30",0,32,0
616,"B","participant32",0,32,0
617,"A","participant01",0,32,0
617,"A","participant02",0,32,0
617,"A","participant05",0,32,0
617,"A","participant06",0,32,0
617,"A","participant07",0,32,0
617,"A","participant08",0,32,0
617,"A","participant10",0,32,0
617,"A","participant12",0,32,0
617,"A","participant15",0,32,0
617,"A","participant18",0,32,0
617,"A","participant19",0,32,0
617,"A","participant20",0,32,0
617,"A","participant21",0,32,0
617,"A","participant26",0,32,0
617,"A","participant31",0,32,0
617,"A","participant32",0,32,0
617,"B","participant03",0,32,0
617,"B","participant04",0,32,0
617,"B","participant09",0,32,0
617,"B","participant11",0,32,0
617,"B","participant13",0,32,0
617,"B","participant14",0,32,0
617,"B","participant16",0,32,0
617,"B","participant17",0,32,0
617,"B","participant22",0,32,0
617,"B","participant23",0,32,0
617,"B","participant24",0,32,0
617,"B","participant25",0,32,0
617,"B","participant27",0,32,0
617,"B","participant28",0,32,0
617,"B","participant29",0,32,0
617,"B","participant30",0,32,0
618,"A","participant02",0,32,0
618,"A","participant03",0,32,0
618,"A","participant04",0,32,0
618,"A","participant11",0,32,0
618,"A","participant14",0,32,0
618,"A","participant16",0,32,0
618,"A","participant17",0,32,0
618,"A","participant20",0,32,0
618,"A","participant22",0,32,0
618,"A","participant24",0,32,0
618,"A","participant25",0,32,0
618,"A","participant27",0,32,0
618,"A","participant28",0,32,0
618,"A","participant29",0,32,0
618,"A","participant30",0,32,0
618,"A","participant32",0,32,0
618,"B","participant01",0,32,0
618,"B","participant05",0,32,0
618,"B","participant06",0,32,0
618,"B","participant07",0,32,0
618,"B","participant08",0,32,0
618,"B","participant09",0,32,0
618,"B","participant10",0,32,0
618,"B","participant12",0,32,0
618,"B","participant13",0,32,0
618,"B","participant15",0,32,0
618,"B","participant18",0,32,0
618,"B","participant19",0,32,0
618,"B","participant21",0,32,0
618,"B","participant23",0,32,0
618,"B","participant26",0,32,0
618,"B","participant31",0,32,0
619,"A","participant03",0,32,0
619,"A","participant05",0,32,0
619,"A","participant07",0,32,0
619,"A","participant09",0,32,0
619,"A","participant12",0,32,0
619,"A","participant13",0,32,0
619,"A","participant14",0,32,0
619,"A","participant15",0,32,0
619,"A","participant16",0,32,0
619,"A","participant17",0,32,0
619,"A","participant19",0,32,0
619,"A","participant20",0,32,0
619,"A","participant21",0,32,0
619,"A","participant24",0,32,0
619,"A","participant25",0,32,0
619,"A","participant29",0,32,0
619,"B","participant01",0,32,0
619,"B","participant02",0,32,0
619,"B","participant04",0,32,0
619,"B","participant06",0,32,0
619,"B","participant08",0,32,0
619,"B","participant10",0,32,0
619,"B","participant11",0,32,0
619,"B","participant18",0,32,0
619,"B","participant22",0,32,0
619,"B","participant23",0,32,0
619,"B","participant26",0,32,0
619,"B","participant27",0,32,0
619,"B","participant28",0,32,0
619,"B","participant30",0,32,0
619,"B","participant31",0,32,0
619,"B","participant32",0,32,0
620,"A","participant01",0,32,0
620,"A","participant03",0,32,0
620,"A","participant07",0,32,0
620,"A","participant11",0,32,0
620,"A","participant13",0,32,0
620,"A","participant14",0,32,0
620,"A","participant16",0,32,0
620,"A","participant17",0,32,0
620,"A","participant19",0,32,0
620,"A","participant20",0,32,0
620,"A","participant23",0,32,0
620,"A","participant25",0,32,0
620,"A","participant26",0,32,0
620,"A","participant27",0,32,0
620,"A","participant29",0,32,0
620,"A","participant32",0,32,0
620,"B","participant02",0,32,0
620,"B","participant04",0,32,0
620,"B","participant05",0,32,0
620,"B","participant06",0,32,0
620,"B","participant08",0,32,0
620,"B","participant09",0,32,0
620,"B","participant10",0,32,0
620,"B","participant12",0,32,0
620,"B","participant15",0,32,0
620,"B","participant18",0,32,0
620,"B","participant21",0,32,0
620,"B","participant22",0,32,0
620,"B","participant24",0,32,0
620,"B","participant28",0,32,0
620,"B","participant30",0,32,0
620,"B","participant31",0,32,0
621,"A","participant01",0,32,0
621,"A","participant02",0,32,0
621,"A","participant04",0,32,0
621,"A","participant06",0,32,0
621,"A","participant07",0,32,0
621,"A","participant08",0,32,0
621,"A","participant11",0,32,0
621,"A","participant13",0,32,0
621,"A","participant16",0,32,0
621,"A","participant17",0,32,0
621,"A","participant19",0,32,0
621,"A","participant22",0,32,0
621,"A","participant26",0,32,0
621,"A","participant27",0,32,0
621,"A","participant30",0,32,0
621,"A","participant31",0,32,0
621,"B","participant03",0,32,0
621,"B","participant05",0,32,0
621,"B","participant09",0,32,0
621,"B","participant10",0,32,0
621,"B","participant12",0,32,0
621,"B","participant14",0,32,0
621,"B","participant15",0,32,0
621,"B","participant18",0,32,0
621,"B","participant20",0,32,0
621,"B","participant21",0,32,0
621,"B","participant23",0,32,0
621,"B","participant24",0,32,0
621,"B","participant25",0,32,0
621,"B","participant28",0,32,0
621,"B","participant29",0,32,0
621,"B","participant32",0,32,0
622,"A","participant03",0,32,0
622,"A","participant05",0,32,0
622,"A","participant07",0,32,0
622,"A","participant09",0,32,0
622,"A","participant13",0,32,0
622,"A","participant14",0,32,0
622,"A","participant16",0,32,0
622,"A","participant17",0,32,0
622,"A","participant19",0,32,0
622,"A","participant20",0,32,0
622,"A","participant21",0,32,0
622,"A","participant24",0,32,0
622,"A","participant25",0,32,0
622,"A","participant26",0,32,0
622,"A","participant29",0,32,0
622,"A","participant30",0,32,0
622,"B","participant01",0,32,0
622,"B","participant02",0,32,0
622,"B","participant04",0,32,0
622,"B","participant06",0,32,0
622,"B","participant08",0,32,0
622,"B","participant10",0,32,0
622,"B","participant11",0,32,0
622,"B","participant12",0,32,0
622,"B","participant15",0,32,0
622,"B","participant18",0,32,0
622,"B","participant22",0,32,0
622,"B","participant23",0,32,0
622,"B","participant27",0,32,0
622,"B","participant28",0,32,0
622,"B","participant31",0,32,0
622,"B","participant32",0,32,0
623,"A","participant04",0,32,0
623,"A","participant05",0,32,0
623,"A","participant06",0,32,0
623,"A","participant09",0,32,0
623,"A","participant12",0,32,0
623,"A","participant14",0,32,0
623,"A","participant15",0,32,0
623,"A","participant22",0,32,0
623,"A","participant23",0,32,0
623,"A","participant24",0,32,0
623,"A","participant25",0,32,0
623,"A","participant26",0,32,0
623,"A","participant27",0,32,0
623,"A","participant28",0,32,0
623,"A","participant29",0,32,0
623,"A","participant32",0,32,0
623,"B","participant01",0,32,0
623,"B","participant02",0,32,0
623,"B","participant03",0,32,0
623,"B","participant07",0,32,0
623,"B","participant08",0,32,0
623,"B","participant10",0,32,0
623,"B","participant11",0,32,0
623,"B","participant13",0,32,0
623,"B","participant16",0,32,0
623,"B","participant17",0,32,0
623,"B","participant18",0,32,0
623,"B","participant19",0,32,0
623,"B","participant20",0,32,0
623,"B","participant21",0,32,0
623,"B","participant30",0,32,0
623,"B","participant31",0,32,0
624,"A","participant01",0,32,0
624,"A","participant06",0,32,0
624,"A","participant07",0,32,0
624,"A","participant09",0,32,0
624,"A","participant10",0,32,0
624,"A","participant11",0,32,0
624,"A","participant12",0,32,0
624,"A","participant14",0,32,0
624,"A","participant15",0,32,0
624,"A","participant16",0,32,0
624,"A","participant17",0,32,0
624,"A","participant26",0,32,0
624,"A","participant27",0,32,0
624,"A","participant28",0,32,0
624,"A","participant29",0,32,0
624,"A","participant32",0,32,0
624,"B","participant02",0,32,0
624,"B","participant03",0,32,0
624,"B","participant04",0,32,0
624,"B","participant05",0,32,0
624,"B","participant08",0,32,0
624,"B","participant13",0,32,0
624,"B","participant18",0,32,0
624,"B","participant19",0,32,0
624,"B","participant20",0,32,0
624,"B","participant21",0,32,0
624,"B","participant22",0,32,0
624,"B","participant23",0,32,0
624,"B","participant24",0,32,0
624,"B","participant25",0,32,0
624,"B","participant30",0,32,0
624,"B","participant31",0,32,0
625,"A","participant01",0,32,0
625,"A","participant05",0,32,0
625,"A","participant07",0,32,0
625,"A","participant11",0,32,0
625,"A","participant13",0,32,0
625,"A","participant14",0,32,0
625,"A","participant15",0,32,0
625,"A","participant16",0,32,0
625,"A","participant17",0,32,0
625,"A","participant18",0,32,0
625,"A","participant19",0,32,0
625,"A","participant20",0,32,0
625,"A","participant22",0,32,0
625,"A","participant24",0,32,0
625,"A","participant26",0,32,0
625,"A","participant28",0,32,0
625,"B","participant02",0,32,0
625,"B","participant03",0,32,0
625,"B","participant04",0,32,0
625,"B","participant06",0,32,0
625,"B","participant08",0,32,0
625,"B","participant09",0,32,0
625,"B","participant10",0,32,0
625,"B","participant12",0,32,0
625,"B","participant21",0,32,0
625,"B","participant23",0,32,0
625,"B","participant25",0,32,0
625,"B","participant27",0,32,0
625,"B","participant29",0,32,0
625,"B","participant30",0,32,0
625,"B","participant31",0,32,0
625,"B","participant32",0,32,0
626,"A","participant03",0,32,0
626,"A","participant04",0,32,0
626,"A","participant06",0,32,0
626,"A","participant07",0,32,0
626,"A","participant08",0,32,0
626,"A","participant12",0,32,0
626,"A","participant13",0,32,0
626,"A","participant14",0,32,0
626,"A","participant15",0,32,0
626,"A","participant16",0,32,0
626,"A","participant20",0,32,0
626,"A","participant22",0,32,0
626,"A","participant23",0,32,0
626,"A","participant26",0,32,0
626,"A","participant29",0,32,0
626,"A","participant32",0,32,0
626,"B","participant01",0,32,0
626,"B","participant02",0,32,0
626,"B","participant05",0,32,0
626,"B","participant09",0,32,0
626,"B","participant10",0,32,0
626,"B","participant11",0,32,0
626,"B","participant17",0,32,0
626,"B","participant18",0,32,0
626,"B","participant19",0,32,0
626,"B","participant21",0,32,0
626,"B","participant24",0,32,0
626,"B","participant25",0,32,0
626,"B","participant27",0,32,0
626,"B","participant28",0,32,0
626,"B","participant30",0,32,0
626,"B","participant31",0,32,0
627,"A","participant03",0,32,0
627,"A","participant07",0,32,0
627,"A","participant08",0,32,0
627,"A","participant09",0,32,0
627,"A","participant10",0,32,0
627,"A","participant12",0,32,0
627,"A","participant13",0,32,0
627,"A","participant14",0,32,0
627,"A","participant16",0,32,0
627,"A","participant18",0,32,0
627,"A","participant21",0,32,0
627,"A","participant23",0,32,0
627,"A","participant27",0,32,0
627,"A","participant30",0,32,0
627,"A","participant31",0,32,0
627,"A","participant32",0,32,0
627,"B","participant01",0,32,0
627,"B","participant02",0,32,0
627,"B","participant04",0,32,0
627,"B","participant05",0,32,0
627,"B","participant06",0,32,0
627,"B","participant11",0,32,0
627,"B","participant15",0,32,0
627,"B","participant17",0,32,0
627,"B","participant19",0,32,0
627,"B","participant20",0,32,0
627,"B","participant22",0,32,0
627,"B","participant24",0,32,0
627,"B","participant25",0,32,0
627,"B","participant26",0,32,0
627,"B","participant28",0,32,0
627,"B","participant29",0,32,0
628,"A","participant01",0,32,0
628,"A","participant02",0,32,0
628,"A","participant03",0,32,0
628,"A","participant06",0,32,0
628,"A","participant08",0,32,0
628,"A","participant10",0,32,0
628,"A","participant12",0,32,0
628,"A","participant16",0,32,0
628,"A","participant18",0,32,0
628,"A","participant19",0,32,0
628,"A","participant22",0,32,0
628,"A","participant23",0,32,0
628,"A","participant24",0,32,0
628,"A","participant28",0,32,0
628,"A","participant30",0,32,0
628,"A","participant32",0,32,0
628,"B","participant04",0,32,0
628,"B","participant05",0,32,0
628,"B","participant07",0,32,0
628,"B","participant09",0,32,0
628,"B","participant11",0,32,0
628,"B","participant13",0,32,0
628,"B","participant14",0,32,0
628,"B","participant15",0,32,0
628,"B","participant17",0,32,0
628,"B","participant20",0,32,0
628,"B","participant21",0,32,0
628,"B","participant25",0,32,0
628,"B","participant26",0,32,0
628,"B","participant27",0,32,0
628,"B","participant29",0,32,0
628,"B","participant31",0,32,0
629,"A","participant03",0,32,0
629,"A","participant04",0,32,0
629,"A","participant05",0,32,0
629,"A","participant06",0,32,0
629,"A","participant08",0,32,0
629,"A","participant11",0,32,0
629,"A","participant12",0,32,0
629,"A","participant14",0,32,0
629,"A","participant16",0,32,0
629,"A","participant17",0,32,0
629,"A","participant20",0,32,0
629,"A","participant22",0,32,0
629,"A","participant23",0,32,0
629,"A","participant26",0,32,0
629,"A","participant30",0,32,0
629,"A","participant31",0,32,0
629,"B","participant01",0,32,0
629,"B","participant02",0,32,0
629,"B","participant07",0,32,0
629,"B","participant09",0,32,0
629,"B","participant10",0,32,0
629,"B","participant13",0,32,0
629,"B","participant15",0,32,0
629,"B","participant18",0,32,0
629,"B","participant19",0,32,0
629,"B","participant21",0,32,0
629,"B","participant24",0,32,0
629,"B","participant25",0,32,0
629,"B","participant27",0,32,0
629,"B","participant28",0,32,0
629,"B","participant29",0,32,0
629,"B","participant32",0,32,0
630,"A","participant01",0,32,0
630,"A","participant02",0,32,0
